page,weight,word,evidence,question,sentence,final
Elizabeth I of England,-0.16,14,"{'confidence': -0.15958832452830002, 'final': False}",61,0,False
Saint Swithun,-0.07,20,"{'confidence': -0.0679271568315825, 'final': False}",61,0,False
Saint Swithun,-0.21,22,"{'confidence': -0.2114761086708325, 'final': False}",61,0,False
Normandy,-0.00,8,"{'confidence': -0.00031353647625, 'final': True}",61,1,True
Normandy,-0.00,14,"{'confidence': -0.0002688138260825, 'final': True}",61,1,True
Normandy,-0.00,20,"{'confidence': -0.0011193093880825, 'final': True}",61,1,True
Normandy,-0.00,26,"{'confidence': -0.0019040199890825, 'final': True}",61,1,True
Normandy,-0.16,27,"{'confidence': -0.164063236806325, 'final': False}",61,1,False
Normandy,-0.00,5,"{'confidence': -0.0010371430848325, 'final': True}",61,2,True
Normandy,-0.24,7,"{'confidence': -0.24212078101, 'final': False}",61,2,False
Normandy,-0.00,9,"{'confidence': -4.008130165e-06, 'final': True}",61,3,True
Normandy,-0.00,16,"{'confidence': -9.4439165e-05, 'final': True}",61,3,True
Normandy,-0.00,22,"{'confidence': -2.6835631325000002e-05, 'final': True}",61,3,True
Normandy,-0.00,25,"{'confidence': -0.000132396365, 'final': True}",61,3,True
Normandy,-0.00,7,"{'confidence': -0.003059050794, 'final': False}",61,4,False
Normandy,-0.00,12,"{'confidence': -0.00040253627999999996, 'final': True}",61,4,True
Normandy,-0.00,14,"{'confidence': -0.001201718406325, 'final': True}",61,4,True
Normandy,-0.00,14,"{'confidence': -0.001201718406325, 'final': True}",61,4,True
Chicago Union Stock Yards,-0.08,8,"{'confidence': -0.079354571, 'final': False}",62,0,False
Bull-baiting,-0.00,15,"{'confidence': -0.00135730856253, 'final': True}",62,0,True
Bull-baiting,-0.04,20,"{'confidence': -0.042615081719999996, 'final': False}",62,0,False
London,-0.42,26,"{'confidence': -0.41872665, 'final': False}",62,0,False
Aylesbury,-0.07,28,"{'confidence': -0.06645517694900001, 'final': False}",62,0,False
Dudley,-0.38,6,"{'confidence': -0.37954089442130007, 'final': False}",62,1,False
"Sudbury, Suffolk",-0.02,12,"{'confidence': -0.021898393718046, 'final': False}",62,1,False
"Sudbury, Suffolk",-0.00,19,"{'confidence': -0.00016475497838999996, 'final': True}",62,1,True
"Sudbury, Suffolk",-0.00,7,"{'confidence': -0.0005726314571159999, 'final': True}",62,2,True
"Sudbury, Suffolk",-0.00,12,"{'confidence': -0.000525862131266, 'final': True}",62,2,True
"Sudbury, Suffolk",-0.02,19,"{'confidence': -0.019716120227996, 'final': False}",62,2,False
London,-0.52,24,"{'confidence': -0.51812506, 'final': False}",62,2,False
"Sudbury, Suffolk",-0.01,6,"{'confidence': -0.009614202888846, 'final': False}",62,3,False
Canterbury,-0.01,12,"{'confidence': -0.01252333927211, 'final': False}",62,3,False
Canterbury,-0.00,19,"{'confidence': -0.00022840900544333334, 'final': True}",62,3,True
Canterbury,-0.00,24,"{'confidence': -6.456243166666666e-07, 'final': True}",62,3,True
Canterbury,-0.00,7,"{'confidence': -5.572709033333334e-06, 'final': True}",62,4,True
Canterbury,-0.00,13,"{'confidence': -2.5528830000000003e-06, 'final': True}",62,4,True
Canterbury,-0.00,16,"{'confidence': -1.24164265e-06, 'final': True}",62,4,True
Canterbury,-0.00,16,"{'confidence': -1.24164265e-06, 'final': True}",62,4,True
Inca Empire,-0.00,6,"{'confidence': -8.7972398e-05, 'final': False}",63,0,False
Erving Goffman,-0.21,11,"{'confidence': -0.20721471699723998, 'final': False}",63,0,False
List of swords,-0.27,16,"{'confidence': -0.26615137106156667, 'final': False}",63,0,False
Tokugawa shogunate,-0.22,23,"{'confidence': -0.22087741372964162, 'final': False}",63,0,False
Order of the Garter,-0.27,25,"{'confidence': -0.27137135857458594, 'final': False}",63,0,False
Knights Templar,-0.02,6,"{'confidence': -0.018905735245325, 'final': False}",63,1,False
Teutonic Order,-0.16,12,"{'confidence': -0.156991215085, 'final': False}",63,1,False
Teutonic Order,-0.00,13,"{'confidence': -0.0007740180736624999, 'final': True}",63,1,True
Teutonic Order,-0.00,7,"{'confidence': -0.000347311946, 'final': True}",63,2,True
Teutonic Order,-0.00,14,"{'confidence': -0.00017267005716249998, 'final': True}",63,2,True
Teutonic Order,-0.00,21,"{'confidence': -0.00061157281, 'final': True}",63,2,True
Teutonic Order,-0.00,22,"{'confidence': -0.0014216668124999998, 'final': True}",63,2,True
Teutonic Order,-0.00,6,"{'confidence': -9.294090882500001e-06, 'final': True}",63,3,True
Teutonic Order,-0.00,13,"{'confidence': -9.014310999999999e-07, 'final': True}",63,3,True
Teutonic Order,-0.00,17,"{'confidence': -2.830154075e-07, 'final': True}",63,3,True
Teutonic Order,-0.00,22,"{'confidence': -3.9481548750000003e-07, 'final': True}",63,3,True
Teutonic Order,0.00,7,"{'confidence': 0.0, 'final': True}",63,4,True
Teutonic Order,-0.00,13,"{'confidence': -9.6806325e-08, 'final': True}",63,4,True
Teutonic Order,-0.00,18,"{'confidence': -5.5501875e-07, 'final': True}",63,4,True
Teutonic Order,-0.00,20,"{'confidence': -2.1600999500000002e-07, 'final': True}",63,4,True
Teutonic Order,-0.00,20,"{'confidence': -2.1600999500000002e-07, 'final': True}",63,4,True
Bosporan Kingdom,-0.04,5,"{'confidence': -0.03595787501506, 'final': False}",64,0,False
Hittites,-0.03,11,"{'confidence': -0.02713344700263333, 'final': False}",64,0,False
List of fictional countries,-0.11,15,"{'confidence': -0.11079191562349999, 'final': False}",64,0,False
Kingdom of Siam,-0.28,18,"{'confidence': -0.2828324986964, 'final': False}",64,0,False
Kingdom of Kandy,-0.21,8,"{'confidence': -0.21404043074880003, 'final': False}",64,1,False
Kingdom of Rama,-0.17,13,"{'confidence': -0.1671205283108, 'final': False}",64,1,False
Kingdom of Rama,-0.30,18,"{'confidence': -0.29778177740303996, 'final': False}",64,1,False
Kingdom of England,-0.13,6,"{'confidence': -0.12508182049115998, 'final': False}",64,2,False
Kingdom of England,-0.09,13,"{'confidence': -0.09155462271366001, 'final': False}",64,2,False
Kingdom of England,-0.14,19,"{'confidence': -0.1422691131118225, 'final': False}",64,2,False
Kingdom of Poland (1385–1569),-0.04,21,"{'confidence': -0.039303703725369094, 'final': False}",64,2,False
Kingdom of Poland,-0.08,6,"{'confidence': -0.0769757800145875, 'final': False}",64,3,False
Hungary,-0.00,12,"{'confidence': -3.74429230125e-05, 'final': True}",64,3,True
Hungary,-0.00,17,"{'confidence': -4.74057938e-05, 'final': True}",64,3,True
Hungary,-0.00,23,"{'confidence': -0.00015828080575, 'final': True}",64,3,True
Hungary,-0.00,24,"{'confidence': -4.627427412499999e-05, 'final': True}",64,3,True
Hungary,-0.00,7,"{'confidence': -0.0001636115069875, 'final': True}",64,4,True
Hungary,-0.03,12,"{'confidence': -0.02695698601, 'final': False}",64,4,False
Hungary,-0.00,20,"{'confidence': -0.0003048587359125, 'final': True}",64,4,True
Hungary,-0.00,21,"{'confidence': -0.0001215880731625, 'final': True}",64,4,True
Hungary,-0.00,21,"{'confidence': -0.0001215880731625, 'final': True}",64,4,True
Roosevelt family,-0.01,8,"{'confidence': -0.008195661255, 'final': False}",65,0,False
Hagia Sophia,-0.00,14,"{'confidence': -2.47309659125e-05, 'final': True}",65,0,True
Bourse de commerce (Paris),-0.02,18,"{'confidence': -0.020148051454671433, 'final': False}",65,0,False
House of Medici,-0.18,24,"{'confidence': -0.17655951813885, 'final': False}",65,0,False
House of Valois,-0.17,6,"{'confidence': -0.168048974526975, 'final': False}",65,1,False
House of Guise,-0.08,14,"{'confidence': -0.08281544394097501, 'final': False}",65,1,False
House of Guise,-0.02,6,"{'confidence': -0.023890351832287497, 'final': False}",65,2,False
House of Guise,-0.04,14,"{'confidence': -0.042231246281125, 'final': False}",65,2,False
House of Guise,-0.05,20,"{'confidence': -0.054908353566475, 'final': False}",65,2,False
House of Guise,-0.01,27,"{'confidence': -0.013522388594912501, 'final': False}",65,2,False
House of Guise,-0.00,6,"{'confidence': -0.000955191346175, 'final': True}",65,3,True
House of Guise,-0.00,13,"{'confidence': -0.0013572988925, 'final': True}",65,3,True
House of Guise,-0.03,19,"{'confidence': -0.025459305755625, 'final': False}",65,3,False
House of Medici,-0.02,25,"{'confidence': -0.023340494143749998, 'final': False}",65,3,False
House of Medici,-0.12,28,"{'confidence': -0.12033907640725, 'final': False}",65,3,False
House of Medici,-0.06,7,"{'confidence': -0.06469134545855, 'final': False}",65,4,False
House of Medici,-0.01,12,"{'confidence': -0.0093796204911625, 'final': False}",65,4,False
House of Medici,-0.03,17,"{'confidence': -0.031162411745325, 'final': False}",65,4,False
House of Medici,-0.05,20,"{'confidence': -0.05058484134715, 'final': False}",65,4,False
House of Medici,-0.05,20,"{'confidence': -0.05058484134715, 'final': False}",65,4,False
House of Windsor,-0.04,7,"{'confidence': -0.03862774379666666, 'final': False}",66,0,False
House of Habsburg,-0.12,14,"{'confidence': -0.12465573072986, 'final': False}",66,0,False
House of Habsburg,-0.27,20,"{'confidence': -0.26740819333992, 'final': False}",66,0,False
House of Romanov,-0.01,26,"{'confidence': -0.00607812129845, 'final': False}",66,0,False
House of Romanov,-0.00,32,"{'confidence': -0.0030913299965, 'final': False}",66,0,False
House of Romanov,-0.00,7,"{'confidence': -0.0013794096504999998, 'final': True}",66,1,True
House of Romanov,-0.03,14,"{'confidence': -0.030214470731037498, 'final': False}",66,1,False
House of Bourbon,-0.29,20,"{'confidence': -0.2862513352204433, 'final': False}",66,1,False
House of Bourbon,-0.09,25,"{'confidence': -0.0879514216731, 'final': False}",66,1,False
House of Bourbon,-0.17,6,"{'confidence': -0.17285743486343333, 'final': False}",66,2,False
House of Bourbon,-0.11,13,"{'confidence': -0.11138917951913334, 'final': False}",66,2,False
House of Bourbon,-0.14,19,"{'confidence': -0.1428563192841, 'final': False}",66,2,False
House of Bourbon,-0.20,25,"{'confidence': -0.1996424875482, 'final': False}",66,2,False
House of Gonzaga,-0.23,27,"{'confidence': -0.2329842124952, 'final': False}",66,2,False
House of Bourbon,-0.24,8,"{'confidence': -0.24248682456255, 'final': False}",66,3,False
House of Vasa,-0.00,15,"{'confidence': -0.00014094674595749998, 'final': True}",66,3,True
House of Vasa,-0.00,17,"{'confidence': -3.9597266825e-06, 'final': True}",66,3,True
House of Vasa,-0.00,6,"{'confidence': -7.412278125e-07, 'final': True}",66,4,True
House of Vasa,-0.00,10,"{'confidence': -2.756118225e-07, 'final': True}",66,4,True
House of Vasa,-0.00,10,"{'confidence': -2.756118225e-07, 'final': True}",66,4,True
Ethnic groups in Madagascar,-0.17,7,"{'confidence': -0.17106009219206, 'final': False}",67,0,False
Turkic peoples,-0.47,13,"{'confidence': -0.472019925465, 'final': False}",67,0,False
Shqiptaret,-0.01,18,"{'confidence': -0.0105577609031625, 'final': False}",67,0,False
First Crusade,-0.28,24,"{'confidence': -0.2801263055723333, 'final': False}",67,0,False
Turks,-0.70,25,"{'confidence': -0.69950828, 'final': False}",67,0,False
Shqiptaret,-0.19,6,"{'confidence': -0.1909161170928, 'final': False}",67,1,False
Turkic peoples,-0.34,8,"{'confidence': -0.3389326161499999, 'final': False}",67,2,False
Turks,-0.35,14,"{'confidence': -0.35181991, 'final': False}",67,2,False
Kazakhs,-0.02,22,"{'confidence': -0.024515730525, 'final': False}",67,2,False
Kazakhs,-0.00,24,"{'confidence': -0.001622083423, 'final': True}",67,2,True
Kazakhs,-0.00,8,"{'confidence': -0.00479387986, 'final': False}",67,3,False
Cossacks,-0.03,14,"{'confidence': -0.02813796412333333, 'final': False}",67,3,False
Cossacks,-0.00,16,"{'confidence': -0.003078634597883333, 'final': False}",67,3,False
Cossacks,-0.00,5,"{'confidence': -2.0363337999999997e-06, 'final': True}",67,4,True
Cossacks,-0.00,12,"{'confidence': -1.9568645666666664e-06, 'final': True}",67,4,True
Cossacks,-0.00,14,"{'confidence': -1.9568645666666664e-06, 'final': True}",67,4,True
Cossacks,-0.00,7,"{'confidence': -1.4800500000000001e-06, 'final': True}",67,5,True
Cossacks,-0.00,13,"{'confidence': -1.2019080766666668e-06, 'final': True}",67,5,True
Cossacks,-0.00,20,"{'confidence': -1.6787226833333334e-06, 'final': True}",67,5,True
Cossacks,-0.00,20,"{'confidence': -1.6787226833333334e-06, 'final': True}",67,5,True
War,-0.46,7,"{'confidence': -0.45774835, 'final': False}",68,0,False
War of 1812,-0.28,13,"{'confidence': -0.27853162394546, 'final': False}",68,0,False
American Revolutionary War,-0.54,18,"{'confidence': -0.5428655066666667, 'final': False}",68,0,False
Trojan War,-0.30,25,"{'confidence': -0.3004252392231, 'final': False}",68,0,False
Trojan War,-0.58,32,"{'confidence': -0.5787009429698167, 'final': False}",68,0,False
Siege of Yorktown,-0.33,37,"{'confidence': -0.33230806379961, 'final': False}",68,0,False
Siege of San Sebastián,-0.03,8,"{'confidence': -0.025859358262857145, 'final': False}",68,1,False
Peninsular War,-0.00,15,"{'confidence': -0.00221615081965, 'final': True}",68,1,True
Peninsular War,-0.00,21,"{'confidence': -3.9807479745e-05, 'final': True}",68,1,True
Peninsular War,-0.00,6,"{'confidence': -2.0283225e-05, 'final': True}",68,2,True
Peninsular War,-0.00,12,"{'confidence': -3.6501458750000003e-07, 'final': True}",68,2,True
Peninsular War,-0.00,17,"{'confidence': -1.7954585825e-06, 'final': True}",68,2,True
Peninsular War,-0.00,18,"{'confidence': -7.822273825e-07, 'final': True}",68,2,True
Peninsular War,-0.00,7,"{'confidence': -4.842182375e-07, 'final': True}",68,3,True
Peninsular War,-0.00,13,"{'confidence': -1.08005e-07, 'final': True}",68,3,True
Peninsular War,-0.00,15,"{'confidence': -9.6806325e-08, 'final': True}",68,3,True
Peninsular War,-0.00,8,"{'confidence': -5.922232e-07, 'final': True}",68,4,True
Peninsular War,-0.00,14,"{'confidence': -2.4581091250000003e-07, 'final': True}",68,4,True
Peninsular War,-0.00,18,"{'confidence': -2.4581091250000003e-07, 'final': True}",68,4,True
Peninsular War,-0.00,18,"{'confidence': -2.4581091250000003e-07, 'final': True}",68,4,True
Mining,-0.41,8,"{'confidence': -0.4080204, 'final': False}",69,0,False
Steel industry,-0.05,15,"{'confidence': -0.0474058775, 'final': False}",69,0,False
Steel industry,-0.05,7,"{'confidence': -0.0490989835, 'final': False}",69,1,False
Steel industry,-0.18,11,"{'confidence': -0.1781180185, 'final': False}",69,1,False
Oil industry,-0.27,18,"{'confidence': -0.26510992083, 'final': False}",69,1,False
Oil industry,-0.12,23,"{'confidence': -0.121837217075, 'final': False}",69,1,False
Oil industry,-0.01,29,"{'confidence': -0.007108915575, 'final': False}",69,1,False
Oil industry,-0.01,35,"{'confidence': -0.0124285435575, 'final': False}",69,1,False
Oil industry,-0.12,38,"{'confidence': -0.1193762226, 'final': False}",69,1,False
Oil industry,-0.08,6,"{'confidence': -0.08448839483000001, 'final': False}",69,2,False
Oil industry,-0.04,13,"{'confidence': -0.038170157525, 'final': False}",69,2,False
Oil industry,-0.20,19,"{'confidence': -0.20352162215, 'final': False}",69,2,False
Petroleum industry,-0.07,23,"{'confidence': -0.07371517627821332, 'final': False}",69,2,False
Oil industry,-0.23,6,"{'confidence': -0.23171332126, 'final': False}",69,3,False
Petroleum industry,-0.23,11,"{'confidence': -0.22630046374121662, 'final': False}",69,3,False
Oil industry,-0.21,16,"{'confidence': -0.20712586372699998, 'final': False}",69,3,False
Oil industry,-0.12,18,"{'confidence': -0.118329216115, 'final': False}",69,3,False
Petroleum industry,-0.06,1,"{'confidence': -0.05951381055583333, 'final': False}",69,4,False
Petroleum industry,-0.06,1,"{'confidence': -0.05951381055583333, 'final': False}",69,4,False
List of Antarctic expeditions,-0.04,7,"{'confidence': -0.036771269552339995, 'final': False}",70,0,False
List of Antarctic expeditions,-0.04,14,"{'confidence': -0.04475482878484, 'final': False}",70,0,False
Australia,-0.03,21,"{'confidence': -0.03414594, 'final': False}",70,0,False
Norway,-0.00,26,"{'confidence': -0.001188053925, 'final': True}",70,0,True
Norway,-0.00,7,"{'confidence': -3.589511e-05, 'final': True}",70,1,True
Norway,-0.00,13,"{'confidence': -1.1935174000000001e-05, 'final': True}",70,1,True
Norway,-0.04,16,"{'confidence': -0.035973239239, 'final': False}",70,1,False
Norway,-0.00,7,"{'confidence': -0.003763579311, 'final': False}",70,2,False
Norway,-0.00,13,"{'confidence': -0.0005326563135, 'final': True}",70,2,True
Norway,-0.00,18,"{'confidence': -2.17098745e-05, 'final': True}",70,2,True
Norway,-0.00,24,"{'confidence': -7.2371432e-05, 'final': True}",70,2,True
Belgium in Antarctica,-0.15,29,"{'confidence': -0.15348867784554998, 'final': False}",70,2,False
Belgium,-0.00,5,"{'confidence': -0.00218395508325, 'final': True}",70,3,True
Belgium,-0.00,11,"{'confidence': -0.0001096152385, 'final': True}",70,3,True
Belgium,-0.00,17,"{'confidence': -1.455765425e-05, 'final': True}",70,3,True
Belgium,-0.00,6,"{'confidence': -7.0478233e-06, 'final': True}",70,4,True
Belgium,-0.00,11,"{'confidence': -3.4717133e-06, 'final': True}",70,4,True
Belgium,-0.00,15,"{'confidence': -2.69688965e-06, 'final': True}",70,4,True
Belgium,-0.00,15,"{'confidence': -2.69688965e-06, 'final': True}",70,4,True
List of poets,-0.37,7,"{'confidence': -0.3662775128233333, 'final': False}",71,0,False
John Keats,-0.60,13,"{'confidence': -0.597182329703, 'final': False}",71,0,False
John Updike,-0.09,18,"{'confidence': -0.08648936625, 'final': False}",71,0,False
W. H. Auden,-0.04,24,"{'confidence': -0.04402032760710001, 'final': False}",71,0,False
George Sylvester Viereck,-0.05,25,"{'confidence': -0.04619534384333334, 'final': False}",71,0,False
George Sylvester Viereck,-0.01,8,"{'confidence': -0.010255501651666667, 'final': False}",71,1,False
Aleister Crowley,-0.33,14,"{'confidence': -0.33436628387088335, 'final': False}",71,1,False
Nikola Tesla,-0.00,20,"{'confidence': -4.5259440000000005e-06, 'final': True}",71,1,True
Nikola Tesla,-0.00,23,"{'confidence': -4.17953175e-06, 'final': True}",71,1,True
Nikola Tesla,-0.00,7,"{'confidence': -8.716301499999999e-07, 'final': True}",71,2,True
Nikola Tesla,-0.00,8,"{'confidence': -7.226255625e-07, 'final': True}",71,2,True
Nikola Tesla,-0.00,5,"{'confidence': -7.822273825e-07, 'final': True}",71,3,True
Nikola Tesla,-0.00,6,"{'confidence': -5.438200750000001e-07, 'final': True}",71,3,True
Nikola Tesla,-0.00,1,"{'confidence': -4.544173325e-07, 'final': True}",71,4,True
Nikola Tesla,-0.00,5,"{'confidence': -2.458109075e-07, 'final': True}",71,5,True
Nikola Tesla,-0.00,6,"{'confidence': -5.73620975e-07, 'final': True}",71,5,True
Nikola Tesla,-0.00,8,"{'confidence': -5.140191750000001e-07, 'final': True}",71,6,True
Nikola Tesla,-0.00,12,"{'confidence': -8.71630125e-07, 'final': True}",71,6,True
Nikola Tesla,-0.00,17,"{'confidence': -4.0221907e-07, 'final': True}",71,6,True
Nikola Tesla,-0.00,23,"{'confidence': -1.843861725e-06, 'final': True}",71,6,True
Nikola Tesla,-0.00,23,"{'confidence': -1.843861725e-06, 'final': True}",71,6,True
List of terrorist incidents,-0.27,6,"{'confidence': -0.2727095294325, 'final': False}",72,0,False
Jesuits,-0.34,13,"{'confidence': -0.34485059035000004, 'final': False}",72,0,False
Roman Curia,-0.63,18,"{'confidence': -0.6331549440066667, 'final': False}",72,0,False
Roman Curia,-0.36,23,"{'confidence': -0.35597329174121667, 'final': False}",72,0,False
Nazi Party,-0.00,25,"{'confidence': -4.463177533333334e-05, 'final': True}",72,0,True
Nazi Party,-0.00,6,"{'confidence': -0.0014134459313333333, 'final': True}",72,1,True
Nazi Party,-0.00,11,"{'confidence': -0.0022935466156666666, 'final': True}",72,1,True
Nazi Party,-0.00,18,"{'confidence': -0.003158785673333333, 'final': False}",72,1,False
Nazi Party,-0.01,19,"{'confidence': -0.007311713930333333, 'final': False}",72,1,False
Nazi Party,-0.00,8,"{'confidence': -0.00015311628033333333, 'final': True}",72,2,True
Nazi Party,-0.00,15,"{'confidence': -9.023603686666667e-05, 'final': True}",72,2,True
Nazi Party,-0.00,21,"{'confidence': -0.00022304851233333333, 'final': True}",72,2,True
Nazi Party,-0.00,26,"{'confidence': -4.625845106666667e-05, 'final': True}",72,2,True
Nazi Party,-0.00,6,"{'confidence': -0.00014410142633333335, 'final': True}",72,3,True
Nazi Party,-0.00,12,"{'confidence': -0.00011546871, 'final': True}",72,3,True
Nazi Party,-0.00,16,"{'confidence': -2.1029451000000002e-05, 'final': True}",72,3,True
Nazi Party,-0.00,7,"{'confidence': -6.923684e-06, 'final': True}",72,4,True
Nazi Party,-0.00,11,"{'confidence': -1.8374121666666667e-07, 'final': True}",72,4,True
Nazi Party,-0.00,11,"{'confidence': -1.8374121666666667e-07, 'final': True}",72,4,True
Isle of Wight Men's Conferences,-0.38,8,"{'confidence': -0.3774532189483166, 'final': False}",73,0,False
Peasants' Revolt,-0.11,13,"{'confidence': -0.10552635037918333, 'final': False}",73,0,False
Peasants' Revolt,-0.02,18,"{'confidence': -0.016732262484816667, 'final': False}",73,0,False
Poll Tax Riots,-0.13,23,"{'confidence': -0.131322449325, 'final': False}",73,0,False
Revolution in the Kingdom of Hawaii,-0.10,26,"{'confidence': -0.10192403776861428, 'final': False}",73,0,False
Tasmania,-0.16,8,"{'confidence': -0.162207643632, 'final': False}",73,1,False
Tasmania,-0.11,15,"{'confidence': -0.10772683450479997, 'final': False}",73,1,False
Tasmania,-0.15,21,"{'confidence': -0.14678531198283334, 'final': False}",73,1,False
Tasmania,-0.03,7,"{'confidence': -0.030007964041216667, 'final': False}",73,2,False
Norfolk Island,-0.09,13,"{'confidence': -0.08924984268399999, 'final': False}",73,2,False
Jamaica,-0.00,8,"{'confidence': -5.850851e-06, 'final': True}",73,3,True
Jamaica,-0.00,14,"{'confidence': -1.7829948766666666e-06, 'final': True}",73,3,True
Jamaica,-0.00,18,"{'confidence': -6.058897833333333e-07, 'final': True}",73,3,True
Jamaica,-0.00,6,"{'confidence': -1.504852983333333e-06, 'final': True}",73,4,True
Jamaica,-0.00,14,"{'confidence': -4.866861166666667e-07, 'final': True}",73,4,True
Jamaica,-0.00,15,"{'confidence': -1.0427211e-07, 'final': True}",73,4,True
Jamaica,-0.00,15,"{'confidence': -1.0427211e-07, 'final': True}",73,4,True
Culture of Greece,-0.05,7,"{'confidence': -0.047454417512333334, 'final': False}",74,0,False
Peru,-0.08,12,"{'confidence': -0.08058217008325, 'final': False}",74,0,False
Ancient Peru,-0.49,19,"{'confidence': -0.4906099106733333, 'final': False}",74,0,False
Mexico,-0.76,22,"{'confidence': -0.7559135, 'final': False}",74,0,False
Peru,-0.05,7,"{'confidence': -0.052419669999999995, 'final': False}",74,1,False
Peru,-0.02,11,"{'confidence': -0.01971862, 'final': False}",74,1,False
Peru,-0.06,17,"{'confidence': -0.05888181725, 'final': False}",74,1,False
Peru,-0.09,21,"{'confidence': -0.09195168455, 'final': False}",74,1,False
Peru,-0.07,25,"{'confidence': -0.0675969409, 'final': False}",74,1,False
Peru,-0.00,7,"{'confidence': -0.00040027414000000003, 'final': True}",74,2,True
Peru,-0.00,13,"{'confidence': -0.00016099201, 'final': True}",74,2,True
Peru,-0.00,18,"{'confidence': -2.88024915e-05, 'final': True}",74,2,True
Peru,-0.00,23,"{'confidence': -6.2417927e-05, 'final': True}",74,2,True
Peru,-0.00,30,"{'confidence': -5.84246e-05, 'final': True}",74,2,True
Peru,-0.00,7,"{'confidence': -7.16702685e-06, 'final': True}",74,3,True
Peru,-0.00,13,"{'confidence': -5.378971900000001e-06, 'final': True}",74,3,True
Peru,-0.00,20,"{'confidence': -5.378971665e-06, 'final': True}",74,3,True
Peru,-0.00,20,"{'confidence': -5.378971665e-06, 'final': True}",74,3,True
Colombia,-0.11,6,"{'confidence': -0.11438983149333333, 'final': False}",75,0,False
List of guerrilla movements,-0.14,12,"{'confidence': -0.1412023852319, 'final': False}",75,0,False
Colombia,-0.22,18,"{'confidence': -0.2185795517079667, 'final': False}",75,0,False
Peru,-0.00,24,"{'confidence': -0.000976385755, 'final': True}",75,0,True
Chile,-0.31,31,"{'confidence': -0.3054563174335, 'final': False}",75,0,False
Uruguay,-0.01,36,"{'confidence': -0.007434273835, 'final': False}",75,0,False
Uruguay,-0.00,37,"{'confidence': -0.0007812509950000001, 'final': True}",75,0,True
Uruguay,-0.06,6,"{'confidence': -0.062145950432999995, 'final': False}",75,1,False
Chile,-0.19,13,"{'confidence': -0.186283715611825, 'final': False}",75,1,False
Chile,-0.07,7,"{'confidence': -0.06663519021365001, 'final': False}",75,2,False
Uruguay,-0.33,14,"{'confidence': -0.33034177712650004, 'final': False}",75,2,False
Paraguay,-0.29,20,"{'confidence': -0.2944327100375, 'final': False}",75,2,False
Paraguay,-0.28,24,"{'confidence': -0.28246698463930003, 'final': False}",75,2,False
Uruguay,-0.03,29,"{'confidence': -0.03129024483, 'final': False}",75,2,False
Uruguay,-0.11,30,"{'confidence': -0.10855131778499999, 'final': False}",75,2,False
Brazil,-0.22,7,"{'confidence': -0.21698608, 'final': False}",75,3,False
Uruguay,-0.08,12,"{'confidence': -0.07643107304659999, 'final': False}",75,3,False
Uruguay,-0.05,19,"{'confidence': -0.049295151283, 'final': False}",75,3,False
Uruguay,-0.00,25,"{'confidence': -3.208059375e-05, 'final': True}",75,3,True
Uruguay,-0.00,25,"{'confidence': -3.208059375e-05, 'final': True}",75,3,True
Amelia Earhart,-0.18,4,"{'confidence': -0.17665072426398748, 'final': False}",76,0,False
Alberto Santos-Dumont,-0.08,7,"{'confidence': -0.08324396290059001, 'final': False}",76,1,False
Santos-Dumont,-0.02,14,"{'confidence': -0.01651060482253, 'final': False}",76,1,False
Airship,-0.46,20,"{'confidence': -0.45610087692, 'final': False}",76,1,False
Automotive industry,-0.21,25,"{'confidence': -0.21464247818333335, 'final': False}",76,1,False
Automotive industry,-0.03,26,"{'confidence': -0.02926847647066667, 'final': False}",76,1,False
Rubber industry,-0.42,5,"{'confidence': -0.4176348046666667, 'final': False}",76,2,False
Silk industry,-0.09,12,"{'confidence': -0.08507701637050001, 'final': False}",76,2,False
Silver industry,-0.20,19,"{'confidence': -0.195265635, 'final': False}",76,2,False
Coffee production in Brazil,-0.01,21,"{'confidence': -0.0108310311354, 'final': False}",76,2,False
Coffee production in Brazil,-0.08,7,"{'confidence': -0.07814508910108249, 'final': False}",76,3,False
Coffee production in Brazil,-0.01,12,"{'confidence': -0.009176874272487501, 'final': False}",76,3,False
Coffee production in Brazil,-0.01,20,"{'confidence': -0.007380767991999999, 'final': False}",76,3,False
Coffee production in Brazil,-0.11,25,"{'confidence': -0.1060220433809125, 'final': False}",76,3,False
Coffee production in Brazil,-0.00,8,"{'confidence': -0.003058305457825, 'final': False}",76,4,False
Coffee production in Brazil,-0.02,13,"{'confidence': -0.024111064384725, 'final': False}",76,4,False
Coffee production in Brazil,-0.05,16,"{'confidence': -0.05121258540175, 'final': False}",76,4,False
Coffee production in Brazil,-0.08,7,"{'confidence': -0.08088069776000001, 'final': False}",76,5,False
Coffee production in Brazil,-0.00,12,"{'confidence': -0.0045340344906625, 'final': False}",76,5,False
Coffee production in Brazil,-0.00,17,"{'confidence': -0.0023299330283, 'final': True}",76,5,True
Coffee production in Brazil,-0.00,17,"{'confidence': -0.0023299330283, 'final': True}",76,5,True
Han Chinese,-0.59,7,"{'confidence': -0.588565053105, 'final': False}",77,0,False
Shqiptaret,-0.09,12,"{'confidence': -0.09007575023600001, 'final': False}",77,0,False
Ancient Egyptians,-0.54,18,"{'confidence': -0.5384752733333333, 'final': False}",77,0,False
List of ethnic groups in China,-0.33,24,"{'confidence': -0.32730046726033335, 'final': False}",77,0,False
